entity_id,state,last_changed
sensor.seedlings_moisture,0.45365767114941274,2025-05-15T08:00:00.000Z
sensor.seedlings_moisture,0.46032095824315616,2025-05-15T08:00:00.972Z
sensor.seedlings_moisture,0.4388082597423363,2025-05-15T08:00:01.989Z
sensor.seedlings_moisture,0.4247538686261265,2025-05-15T08:00:03.006Z
sensor.seedlings_moisture,0.38777696161563585,2025-05-15T08:00:04.034Z
sensor.seedlings_moisture,0.40158330932650455,2025-05-15T08:00:05.047Z
sensor.seedlings_moisture,0.43254264466019143,2025-05-15T08:00:06.072Z
sensor.seedlings_moisture,0.4735046524327309,2025-05-15T08:00:07.091Z
sensor.seedlings_moisture,0.4515569549055728,2025-05-15T08:00:08.110Z
sensor.seedlings_moisture,0.43101437429183,2025-05-15T08:00:09.135Z
sensor.seedlings_moisture,0.37599403767910744,2025-05-15T08:00:10.148Z
sensor.seedlings_moisture,0.37893339226860134,2025-05-15T08:00:11.173Z
sensor.seedlings_moisture,0.39112248406019057,2025-05-15T08:00:12.189Z
sensor.seedlings_moisture,0.3953825745619716,2025-05-15T08:00:13.206Z
sensor.seedlings_moisture,0.3943588230575608,2025-05-15T08:00:14.231Z
sensor.seedlings_moisture,0.3654047727521575,2025-05-15T08:00:15.255Z
sensor.seedlings_moisture,0.37932609102549325,2025-05-15T08:00:16.275Z
sensor.seedlings_moisture,0.4445033380221436,2025-05-15T08:00:17.290Z
sensor.seedlings_moisture,0.496067754952122,2025-05-15T08:00:18.307Z
sensor.seedlings_moisture,0.4641896821292509,2025-05-15T08:00:19.333Z
sensor.seedlings_moisture,0.442294622364252,2025-05-15T08:00:20.348Z
sensor.seedlings_moisture,0.4033898759168406,2025-05-15T08:00:21.373Z
sensor.seedlings_moisture,0.39089860526421,2025-05-15T08:00:22.400Z
sensor.seedlings_moisture,0.4033596549690851,2025-05-15T08:00:23.425Z
sensor.seedlings_moisture,0.4695892419686616,2025-05-15T08:00:24.445Z
sensor.seedlings_moisture,0.441479825645507,2025-05-15T08:00:25.457Z
sensor.seedlings_moisture,0.43082758946356114,2025-05-15T08:00:26.487Z
sensor.seedlings_moisture,0.41731332473927885,2025-05-15T08:00:27.500Z
sensor.seedlings_moisture,0.457216710868521,2025-05-15T08:00:28.525Z
sensor.seedlings_moisture,0.44146701096159113,2025-05-15T08:00:29.540Z
sensor.seedlings_moisture,0.42790212562761776,2025-05-15T08:00:30.556Z
sensor.seedlings_moisture,0.39993184772395046,2025-05-15T08:00:31.583Z
sensor.seedlings_moisture,0.4053861506557586,2025-05-15T08:00:32.600Z
sensor.seedlings_moisture,0.430275135832023,2025-05-15T08:00:33.625Z
sensor.seedlings_moisture,0.42481866337079416,2025-05-15T08:00:34.651Z
