entity_id,state,last_changed
sensor.seedlings_moisture,1.3057041444226725,2025-05-20T08:00:00.000Z
sensor.seedlings_moisture,1.273577291305097,2025-05-20T08:00:16.250Z
sensor.seedlings_moisture,1.2844003521033787,2025-05-20T08:01:16.250Z
sensor.seedlings_moisture,1.2753583147914762,2025-05-20T08:02:16.249Z
sensor.seedlings_moisture,1.2863769983926387,2025-05-20T08:03:16.247Z
sensor.seedlings_moisture,1.2776345788375316,2025-05-20T08:04:16.245Z
sensor.seedlings_moisture,1.320459904580862,2025-05-20T08:05:16.246Z
sensor.seedlings_moisture,1.219452998128552,2025-05-20T08:06:16.242Z
sensor.seedlings_moisture,1.2040382655429462,2025-05-20T08:07:16.241Z
sensor.seedlings_moisture,1.1843822072649028,2025-05-20T08:08:16.241Z
sensor.seedlings_moisture,1.1873139290043921,2025-05-20T08:09:16.238Z
sensor.seedlings_moisture,1.2661592095792864,2025-05-20T08:10:16.240Z
sensor.seedlings_moisture,1.2033793362346494,2025-05-20T08:11:16.235Z
sensor.seedlings_moisture,1.192247369380594,2025-05-20T08:12:16.233Z
sensor.seedlings_moisture,1.1845514595868007,2025-05-20T08:13:16.233Z
sensor.seedlings_moisture,1.2230004493204978,2025-05-20T08:14:16.230Z
sensor.seedlings_moisture,1.174027149213839,2025-05-20T08:15:16.229Z
sensor.seedlings_moisture,1.212629447652318,2025-05-20T08:16:16.229Z
sensor.seedlings_moisture,1.1892871300880177,2025-05-20T08:17:16.224Z
sensor.seedlings_moisture,1.25658555149345,2025-05-20T08:18:16.224Z
sensor.seedlings_moisture,1.2265909664908055,2025-05-20T08:19:16.223Z
sensor.seedlings_moisture,1.2189988529309044,2025-05-20T08:20:16.221Z
sensor.seedlings_moisture,1.209607812545901,2025-05-20T08:21:16.219Z
sensor.seedlings_moisture,1.207292596993271,2025-05-20T08:22:16.218Z
sensor.seedlings_moisture,1.290037017742125,2025-05-20T08:23:16.217Z
sensor.seedlings_moisture,1.1884452923011357,2025-05-20T08:24:16.215Z
sensor.seedlings_moisture,1.1956777962973681,2025-05-20T08:25:16.219Z
sensor.seedlings_moisture,1.2029570369289242,2025-05-20T08:26:16.212Z
sensor.seedlings_moisture,1.1886974704471154,2025-05-20T08:27:16.210Z
sensor.seedlings_moisture,1.2159060507843333,2025-05-20T08:28:16.211Z
sensor.seedlings_moisture,1.25510542661707,2025-05-20T08:29:16.207Z
sensor.seedlings_moisture,1.2192602412121936,2025-05-20T08:30:16.215Z
sensor.seedlings_moisture,1.2051400418430425,2025-05-20T08:31:16.212Z
sensor.seedlings_moisture,1.2129423812422484,2025-05-20T08:32:16.203Z
sensor.seedlings_moisture,1.2620870789549583,2025-05-20T08:33:16.201Z
sensor.seedlings_moisture,1.2166502303112017,2025-05-20T08:34:16.200Z
sensor.seedlings_moisture,1.2051840826833853,2025-05-20T08:35:16.200Z
sensor.seedlings_moisture,1.2338269489332983,2025-05-20T08:36:16.199Z
sensor.seedlings_moisture,1.2016341487353355,2025-05-20T08:37:16.195Z
sensor.seedlings_moisture,1.18470705492328,2025-05-20T08:38:16.193Z
sensor.seedlings_moisture,1.1947875019146927,2025-05-20T08:39:16.192Z
sensor.seedlings_moisture,1.2012067738402739,2025-05-20T08:40:16.192Z
sensor.seedlings_moisture,1.2428019020597154,2025-05-20T08:41:16.189Z
sensor.seedlings_moisture,1.21050141727126,2025-05-20T08:42:16.193Z
sensor.seedlings_moisture,1.2738523358361489,2025-05-20T08:43:16.186Z
sensor.seedlings_moisture,1.1908123406039852,2025-05-20T08:44:16.184Z
sensor.seedlings_moisture,1.1845626501608937,2025-05-20T08:45:16.183Z
sensor.seedlings_moisture,1.2033592151062273,2025-05-20T08:46:16.185Z
sensor.seedlings_moisture,1.2115500700397837,2025-05-20T08:47:16.180Z
sensor.seedlings_moisture,1.2072883802082235,2025-05-20T08:48:16.178Z
sensor.seedlings_moisture,1.1828343919195663,2025-05-20T08:49:16.177Z
sensor.seedlings_moisture,1.2751305213660988,2025-05-20T08:50:16.175Z
sensor.seedlings_moisture,1.2080968455255436,2025-05-20T08:51:16.174Z
sensor.seedlings_moisture,1.2579149749351526,2025-05-20T08:52:16.172Z
